"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01000033",2,"MULTIPOLYGON (((550380.5 186430, 550350.4 186269.7, 550324.1 186374.3, 550295 186375, 550299.4 186255.3, 550167.1 186262.4, 550140 186225.4, 550141.2 186101.6, 550083.7 186125.6, 550064.6 186096.4, 550100 186065, 550076 186039.4, 550121 186019.8, 550106.5 185984.5, 549955.3 185936.2, 549892.7 185973.8, 549847.8 186117, 549819.2 186401.9, 549909.5 186402.9, 549936.6 186309.6, 550058.7 186320.1, 550058.7 186344.2, 550058.9 186400.9, 550089.1 186405.1, 550380.5 186430)))"
"E01000034",2,"MULTIPOLYGON (((550836.6 186925.7, 550783.1 186820.9, 550895.3 186887.5, 550908 186728, 550970 186742, 551007.7 186814.2, 551072.5 186853.4, 551073.2 186920.6, 551161.9 186922, 551163.6 186917.8, 551178 186884.6, 551028 186744, 551080.4 186682.3, 551182.7 186700.3, 551217.7 186702, 551231.5 186651.1, 551036.9 186596.7, 550924.5 186640.5, 550960 186442.3, 551023.3 186417.2, 551057 186269.2, 550803.3 186154.3, 550723.7 186266.4, 550682.1 186428.8, 550508.9 186412.2, 550519.2 186208.5, 550523.6 186034.5, 550395.9 186021.5, 550406.2 185898.1, 550272.8 185953.1, 550244.1 185994, 550171 185971, 550134.7 185957.3, 550106.5 185984.5, 550121 186019.8, 550076 186039.4, 550100 186065, 550064.6 186096.4, 550083.7 186125.6, 550141.2 186101.6, 550140 186225.4, 550167.1 186262.4, 550299.4 186255.3, 550295 186375, 550324.1 186374.3, 550350.4 186269.7, 550380.5 186430, 550414.1 186481, 550429.2 186734.1, 550413.7 186968.6, 550463.9 186964.4, 550763.6 186932.8, 550836.6 186925.7)))"
"E01000035",4,"MULTIPOLYGON (((550244.1 185994, 550272.8 185953.1, 550406.2 185898.1, 550531.5 185756.4, 550239 185744.4, 550200.7 185624.8, 550247.1 185658.5, 550335.8 185516.6, 550425.2 185385, 550305.4 185251.5, 550339 185188, 550275.2 185210.5, 550252.3 185196.8, 550268.6 185165.9, 550236.6 185155.2, 550212.1 185243.3, 550158.5 185264.2, 550170.2 185335.7, 550118 185340.1, 550087.5 185377.7, 549924.4 185358, 549719.8 185534.7, 549618.8 185517.1, 549604 185773.2, 549912.6 185841.2, 549899.1 185885.6, 549892.7 185973.8, 549955.3 185936.2, 550106.5 185984.5, 550134.7 185957.3, 550171 185971, 550244.1 185994)))"
"E01000036",5,"MULTIPOLYGON (((549719.8 185534.7, 549924.4 185358, 550087.5 185377.7, 550118 185340.1, 550170.2 185335.7, 550158.5 185264.2, 550212.1 185243.3, 550236.6 185155.2, 550268.6 185165.9, 550252.3 185196.8, 550275.2 185210.5, 550339 185188, 550305.4 185251.5, 550425.2 185385, 550485.1 185441.1, 551197.9 185502.7, 551204.5 185301.9, 551158.8 185287.8, 550834.2 185187.6, 550750.9 185162.1, 550378.1 185048.1, 550308.8 185027.4, 549987.2 184926.6, 549984.5 184990, 549904.4 185054.8, 549855.5 185145.5, 549786.6 185265.6, 549765.6 185416.7, 549679.9 185411.5, 549673.7 185473.5, 549637 185476.8, 549618.8 185517.1, 549719.8 185534.7)))"
"E01000037",5,"MULTIPOLYGON (((551550 187364.6, 551478 187263.7, 551441.7 187137, 551397.2 186966.9, 551327.4 186954.3, 551163.6 186917.8, 551161.9 186922, 551073.2 186920.6, 551072.5 186853.4, 551007.7 186814.2, 550970 186742, 550908 186728, 550895.3 186887.5, 550783.1 186820.9, 550836.6 186925.7, 550853.3 187082.7, 550893 187079, 550915.8 187018.5, 550968.1 187090.6, 551005.1 187180.2, 550970.7 187249.6, 551066 187237.2, 551066 187305, 551123.8 187312.7, 551129.7 187363.3, 551430.6 187345.3, 551551.6 187445.2, 551550 187364.6)))"
"E01000038",5,"MULTIPOLYGON (((550739.3 187373.8, 550978.8 187347.3, 551129.7 187363.3, 551123.8 187312.7, 551066 187305, 551066 187237.2, 550970.7 187249.6, 551005.1 187180.2, 550968.1 187090.6, 550915.8 187018.5, 550893 187079, 550853.3 187082.7, 550836.6 186925.7, 550763.6 186932.8, 550463.9 186964.4, 550413.7 186968.6, 550411 187021.3, 550392.6 187189, 550500.4 187258.3, 550519 187270, 550739.3 187373.8)))"
"E01000039",4,"MULTIPOLYGON (((551543 186762.3, 551526.7 186570.8, 551572.2 186477.1, 551554.4 186432.7, 551619.4 186429.7, 551740 186318.5, 551779.9 186178.4, 551943.8 186027.7, 551905.8 185894.1, 551765 185746.5, 551670.8 185446.8, 551204.5 185301.9, 551197.9 185502.7, 550485.1 185441.1, 550425.2 185385, 550335.8 185516.6, 550247.1 185658.5, 550200.7 185624.8, 550239 185744.4, 550531.5 185756.4, 550406.2 185898.1, 550395.9 186021.5, 550523.6 186034.5, 550519.2 186208.5, 550508.9 186412.2, 550682.1 186428.8, 550723.7 186266.4, 550803.3 186154.3, 551057 186269.2, 551023.3 186417.2, 550960 186442.3, 550924.5 186640.5, 551036.9 186596.7, 551231.5 186651.1, 551217.7 186702, 551182.7 186700.3, 551080.4 186682.3, 551028 186744, 551178 186884.6, 551163.6 186917.8, 551327.4 186954.3, 551397.2 186966.9, 551528.4 186852.2, 551543 186762.3)))"
"E01000040",2,"MULTIPOLYGON (((545801.6 184185.8, 545806.8 184157.8, 545848.8 184162.9, 545909 184042.2, 545949.9 184042.6, 545924 183961, 545706.6 183970, 545449 183932, 545397 183933, 545455.6 183880.2, 545430.3 183774.3, 545396.6 183768.9, 545359.7 183867, 545300.2 183883.7, 545285.7 183959.3, 545256.9 183958.9, 545266.3 184037.9, 545241.5 184049.9, 545306 184163.9, 545574.2 184208.3, 545681.7 184224.9, 545803.5 184244, 545801.6 184185.8)))"
"E01000041",3,"MULTIPOLYGON (((547015.8 184211, 547028.2 184104.1, 546965.8 184057.1, 546931.4 184088.1, 546830.3 184076.4, 546801.9 184127.5, 546753 184095.5, 546774.3 184060.8, 546748.2 184024.3, 546659 184070, 546655.4 184109.8, 546582.2 184080.7, 546603 184204, 546603 184207.9, 546605.9 184225.5, 546613.2 184373.8, 546924 184420, 546979.2 184428.7, 547214.8 184461.7, 547246.3 184466, 547256.6 184391.8, 547089.4 184354.5, 546974.3 184292.9, 546950.4 184263, 546957.9 184230.3, 547015.8 184211)))"
"E01000042",2,"MULTIPOLYGON (((546603 184207.9, 546530.3 184150.8, 546521.2 184079.4, 546493.7 184081.5, 546447.4 184136.9, 546355.3 184146, 546325.1 183896.1, 546117.4 183860.1, 546036.6 184016.5, 545964.9 183940.9, 545924 183961, 545949.9 184042.6, 545909 184042.2, 545848.8 184162.9, 545806.8 184157.8, 545801.6 184185.8, 545803.5 184244, 545860 184252.9, 546076.3 184290.5, 546131.1 184298.5, 546194.1 184308.6, 546613.2 184373.8, 546605.9 184225.5, 546603 184207.9)))"
"E01000043",3,"MULTIPOLYGON (((546036.6 184016.5, 546117.4 183860.1, 546057.8 183793.3, 546011.6 183557.2, 545803.1 183488.4, 545688 183523.3, 545379.6 183653.9, 545347.2 183669.4, 545394.1 183699.3, 545396.6 183768.9, 545430.3 183774.3, 545455.6 183880.2, 545397 183933, 545449 183932, 545706.6 183970, 545924 183961, 545964.9 183940.9, 546036.6 184016.5)))"
"E01000044",3,"MULTIPOLYGON (((544805.9 184138.9, 545021.3 184123.6, 545190.9 184146.1, 545226 184151.6, 545296.3 184162.5, 545302.8 184163.5, 545306 184163.9, 545241.5 184049.9, 545266.3 184037.9, 545256.9 183958.9, 545285.7 183959.3, 545300.2 183883.7, 545359.7 183867, 545396.6 183768.9, 545394.1 183699.3, 545347.2 183669.4, 545220.5 183736.7, 545061.4 183830.2, 544999.3 183862.7, 544736.2 184075.7, 544553.5 184210.8, 544456.6 184300.6, 544697.2 184170.5, 544805.9 184138.9)))"
"E01000045",2,"MULTIPOLYGON (((546603 184204, 546582.2 184080.7, 546655.4 184109.8, 546659 184070, 546748.2 184024.3, 546774.3 184060.8, 546753 184095.5, 546801.9 184127.5, 546830.3 184076.4, 546931.4 184088.1, 546965.8 184057.1, 546890.2 183962, 546949.3 183879.8, 546981.2 183874.8, 546980.8 183847.2, 546977.2 183847.2, 546838.2 183828.4, 546835.9 183854.4, 546695.1 183842, 546658.6 183648.9, 546349.5 183647.2, 546011.6 183557.2, 546057.8 183793.3, 546117.4 183860.1, 546325.1 183896.1, 546355.3 184146, 546447.4 184136.9, 546493.7 184081.5, 546521.2 184079.4, 546530.3 184150.8, 546603 184207.9, 546603 184204)))"
"E01000046",3,"MULTIPOLYGON (((547292.9 183854, 546980.8 183847.2, 546981.2 183874.8, 546949.3 183879.8, 546890.2 183962, 546965.8 184057.1, 547028.2 184104.1, 547015.8 184211, 546957.9 184230.3, 546950.4 184263, 546974.3 184292.9, 547089.4 184354.5, 547256.6 184391.8, 547270.5 184312.4, 547273.2 184246.9, 547278.2 184125.8, 547287.6 183954.7, 547291.5 183883.9, 547292.9 183854)))"
"E01000048",1,"MULTIPOLYGON (((544633.1 183501.9, 544642.2 183488.1, 544704.9 183528.2, 544787.8 183544.3, 544846.3 183428, 544832 183394, 544802 183373, 544768.4 183409.5, 544736.8 183387.4, 544694 183437.4, 544691.1 183405.2, 544645.9 183386.8, 544617.3 183372, 544583.1 183391.6, 544512 183331, 544471.3 183395.1, 544432.3 183459.8, 544460.7 183547.2, 544569.5 183550.1, 544552.7 183591, 544628.5 183638.9, 544684.6 183570.9, 544626.5 183555.7, 544633.1 183501.9)))"
"E01000049",2,"MULTIPOLYGON (((544992 183576.1, 544996.6 183567.7, 545107 183617, 545179.5 183483.3, 545094.7 183438.1, 545135.6 183284.2, 544751.6 183165.4, 544448.2 183040.2, 544424.6 183051.3, 544475.4 183290.9, 544512 183331, 544583.1 183391.6, 544617.3 183372, 544645.9 183386.8, 544691.1 183405.2, 544694 183437.4, 544736.8 183387.4, 544768.4 183409.5, 544802 183373, 544832 183394, 544846.3 183428, 544787.8 183544.3, 544777.7 183581, 544863 183664.4, 544992 183576.1)))"
"E01000050",2,"MULTIPOLYGON (((544968.5 183726.9, 545015.8 183627.7, 544992 183576.1, 544863 183664.4, 544777.7 183581, 544787.8 183544.3, 544704.9 183528.2, 544642.2 183488.1, 544633.1 183501.9, 544626.5 183555.7, 544684.6 183570.9, 544628.5 183638.9, 544644.7 183649.5, 544692.2 183654.9, 544658.9 183715.6, 544635.9 183759.7, 544620.9 183870.9, 544603.3 183903.5, 544524.8 183914.4, 544533.6 183921, 544609.3 183973, 544670.8 184021, 544736.2 184075.7, 544999.3 183862.7, 544930.3 183835.8, 544886 183817, 544890 183810, 544919.6 183727.5, 544968.5 183726.9)))"
"E01000051",2,"MULTIPOLYGON (((544603.3 183903.5, 544620.9 183870.9, 544635.9 183759.7, 544658.9 183715.6, 544692.2 183654.9, 544644.7 183649.5, 544628.5 183638.9, 544552.7 183591, 544534.1 183616.7, 544517 183640, 544478.1 183622, 544359.3 183807.9, 544325 183810.2, 544444.2 183892.9, 544460.7 183890.2, 544524.8 183914.4, 544603.3 183903.5)))"
"E01000052",2,"MULTIPOLYGON (((545379.6 183653.9, 545688 183523.3, 545803.1 183488.4, 545658.4 183444, 545515.2 183406.5, 545197.2 183302.9, 545135.6 183284.2, 545094.7 183438.1, 545179.5 183483.3, 545107 183617, 544996.6 183567.7, 544992 183576.1, 545015.8 183627.7, 544968.5 183726.9, 544919.6 183727.5, 544890 183810, 544886 183817, 544930.3 183835.8, 544999.3 183862.7, 545061.4 183830.2, 545220.5 183736.7, 545347.2 183669.4, 545379.6 183653.9)))"
"E01000053",2,"MULTIPOLYGON (((549099.6 183732.7, 549103.3 183666.2, 549074 183608, 548790.6 183551.4, 548599.6 183534.8, 548509.7 183468.9, 548498.2 183490.4, 548508.1 183542.3, 548554.1 183544, 548545.7 183593.6, 548517.4 183628, 548350.9 183640.6, 548418.9 183714.2, 548519.6 183699.7, 548539.6 183757.8, 548537.9 183786, 548474.7 183771.8, 548485.2 183808.2, 548412.7 183820.1, 548495.4 183848, 548576.6 183795.7, 548675.5 183850.1, 548682.7 183805.1, 548747.3 183808.1, 548777 183747.7, 548835.9 183775.3, 548864.6 183716.8, 548915.3 183746.8, 548917.3 183796.6, 548892.5 183830.4, 548988.3 183994.7, 549086.3 184007.6, 549093.2 183827.5, 549099.6 183732.7)))"
"E01000054",3,"MULTIPOLYGON (((547987.5 184376.6, 547998.9 184339.7, 548057.4 184352.3, 548118.9 184237.6, 548171.7 184225.1, 548190.8 184266.9, 548149.3 184336.8, 548200.2 184351.1, 548287.2 184325, 548266.7 184222.6, 548309.3 184196.7, 548309.1 184193.1, 548292.8 184152, 548239.9 184148.2, 548169.3 184185.8, 548176.9 184121.8, 548146.2 184036.4, 548053.3 183996.4, 548012.7 184022.8, 547978 183988.3, 548008.7 183953, 547983.5 183887.2, 548121.9 183884, 548154.2 183849.6, 547803.2 183855.3, 547837.5 183890.9, 547804.4 183925.4, 547852.2 183971, 547814.3 184002.9, 547766.3 183981.6, 547712.1 184031.9, 547789.2 184097.1, 547799.7 184180.3, 547820.2 184198.2, 547835.7 184217.3, 547815.6 184246, 547849.5 184355.6, 547883.6 184367.9, 547952.5 184380.4, 547987.5 184376.6)))"
"E01000055",3,"MULTIPOLYGON (((547437.6 184204.4, 547489.3 184202.6, 547587.7 184237.7, 547593 184138.5, 547653.8 184129.3, 547672 184170.2, 547772.2 184200.7, 547799.7 184180.3, 547789.2 184097.1, 547712.1 184031.9, 547766.3 183981.6, 547814.3 184002.9, 547852.2 183971, 547804.4 183925.4, 547837.5 183890.9, 547803.2 183855.3, 547627.3 183859.2, 547480 183856.9, 547292.9 183854, 547291.5 183883.9, 547324.2 183888.8, 547322.7 183991.2, 547384.3 183960.1, 547450.2 184028.3, 547383.3 184065.3, 547398.7 184117.1, 547367 184175.9, 547338.6 184279.7, 547359.9 184289.2, 547443.3 184259.8, 547437.6 184204.4)))"
"E01000056",2,"MULTIPOLYGON (((548369.5 184187.8, 548467.1 184081.2, 548429.5 184042.6, 548467.7 184024.2, 548655.1 183939.3, 548675.5 183850.1, 548576.6 183795.7, 548495.4 183848, 548412.7 183820.1, 548485.2 183808.2, 548474.7 183771.8, 548537.9 183786, 548539.6 183757.8, 548519.6 183699.7, 548418.9 183714.2, 548350.9 183640.6, 548517.4 183628, 548545.7 183593.6, 548554.1 183544, 548508.1 183542.3, 548498.2 183490.4, 548332.7 183571.4, 548066.1 183593.1, 548163.7 183754.2, 548159.7 183849, 548154.2 183849.6, 548121.9 183884, 547983.5 183887.2, 548008.7 183953, 547978 183988.3, 548012.7 184022.8, 548053.3 183996.4, 548146.2 184036.4, 548176.9 184121.8, 548169.3 184185.8, 548239.9 184148.2, 548292.8 184152, 548309.1 184193.1, 548369.5 184187.8)))"
"E01000057",3,"MULTIPOLYGON (((547849.5 184355.6, 547815.6 184246, 547835.7 184217.3, 547820.2 184198.2, 547799.7 184180.3, 547772.2 184200.7, 547672 184170.2, 547653.8 184129.3, 547593 184138.5, 547587.7 184237.7, 547489.3 184202.6, 547437.6 184204.4, 547443.3 184259.8, 547359.9 184289.2, 547338.6 184279.7, 547367 184175.9, 547398.7 184117.1, 547383.3 184065.3, 547450.2 184028.3, 547384.3 183960.1, 547322.7 183991.2, 547324.2 183888.8, 547291.5 183883.9, 547287.6 183954.7, 547278.2 184125.8, 547273.2 184246.9, 547270.5 184312.4, 547523.7 184345.4, 547573.6 184351.5, 547641.2 184358.1, 547657.1 184359.7, 547648.2 184520.7, 547855.3 184550.2, 547883.6 184367.9, 547849.5 184355.6)))"
"E01000058",3,"MULTIPOLYGON (((548536.5 184386.1, 548473.5 184357.6, 548403.8 184368.9, 548368.6 184319.5, 548327.5 184314.9, 548309.3 184196.7, 548266.7 184222.6, 548287.2 184325, 548200.2 184351.1, 548149.3 184336.8, 548190.8 184266.9, 548171.7 184225.1, 548118.9 184237.6, 548057.4 184352.3, 547998.9 184339.7, 547987.5 184376.6, 547952.5 184380.4, 547883.6 184367.9, 547855.3 184550.2, 548100.3 184582.4, 548103.4 184582.8, 548285 184606.9, 548317.2 184611.1, 548518.6 184639, 548585.8 184539.7, 548555 184486, 548536.5 184386.1)))"
"E01000059",3,"MULTIPOLYGON (((548679.6 184374.7, 548702.1 184350.9, 548753.6 184275.1, 548699.9 184118.8, 548681.4 184071.9, 548777.4 184055.7, 548810.7 184045.7, 548899.8 184029.4, 548914.5 183987.1, 548988.3 183994.7, 548892.5 183830.4, 548917.3 183796.6, 548915.3 183746.8, 548864.6 183716.8, 548835.9 183775.3, 548777 183747.7, 548747.3 183808.1, 548682.7 183805.1, 548675.5 183850.1, 548655.1 183939.3, 548467.7 184024.2, 548429.5 184042.6, 548467.1 184081.2, 548369.5 184187.8, 548309.1 184193.1, 548309.3 184196.7, 548327.5 184314.9, 548368.6 184319.5, 548403.8 184368.9, 548473.5 184357.6, 548536.5 184386.1, 548555 184486, 548585.8 184539.7, 548679.6 184374.7)))"
"E01000060",2,"MULTIPOLYGON (((549133 186785, 549241.2 186727.4, 549354.2 186733, 549504 186765, 549527 186741, 549710 186555.6, 549700.5 186722.5, 549735.5 186769.4, 550429.2 186734.1, 550414.1 186481, 550380.5 186430, 550089.1 186405.1, 550058.9 186400.9, 550058.7 186344.2, 550058.7 186320.1, 549936.6 186309.6, 549909.5 186402.9, 549819.2 186401.9, 549806 186454, 549705 186483.6, 549698.8 186407, 549764.3 186386.4, 549761.1 186337.8, 549564.3 186344.3, 549556.6 186385, 549493.1 186382.3, 549493.8 186282.8, 549428.4 186285.8, 549418.2 186438.8, 549379.2 186462.9, 549368.9 186252, 549336 186252, 549305.9 186353.5, 549254 186358.6, 549255 186254, 549153.9 186255.1, 549153 186380.6, 549156 186429.5, 549074.5 186436.5, 549027.3 186392.2, 548992.2 186459.4, 548958.3 186426.8, 548933.1 186439.2, 548970.8 186589.7, 548983.4 186875.1, 549128.7 186912.5, 549144.2 186911.8, 549149.8 186852.2, 549133 186785)))"
"E01000061",1,"MULTIPOLYGON (((549819.9 187080.7, 549950.7 186961.1, 550250.9 187148.6, 550392.6 187189, 550411 187021.3, 550413.7 186968.6, 550429.2 186734.1, 549735.5 186769.4, 549700.5 186722.5, 549710 186555.6, 549527 186741, 549504 186765, 549354.2 186733, 549241.2 186727.4, 549133 186785, 549149.8 186852.2, 549144.2 186911.8, 549128.7 186912.5, 549135 186976.1, 549138.7 187195.2, 549145.8 187382.9, 549418.6 187442.5, 549547.2 187336.8, 549819.9 187080.7)))"
"E01000062",3,"MULTIPOLYGON (((549524.6 186274.8, 549526.1 186228.9, 549564 186201.6, 549567.2 186139.9, 549624.3 186144.9, 549618.9 186019.6, 549557.2 186027.9, 549506 185899, 549389 185944, 549354.4 185943, 549346.7 185899.7, 549362.8 185858, 549324.3 185843.3, 549341.7 185800.9, 549285.5 185796.6, 549140.9 185788.5, 549100.9 185827.9, 549023 185817.6, 549001.5 185872.2, 549020.4 185931.3, 549089.7 185924.6, 549143.7 185959.8, 549039.9 186065.6, 549052.3 186131.9, 549026.8 186159.8, 549077.1 186262.7, 549153.9 186255.1, 549255 186254, 549254 186358.6, 549305.9 186353.5, 549336 186252, 549368.9 186252, 549379.2 186462.9, 549418.2 186438.8, 549428.4 186285.8, 549493.8 186282.8, 549524.6 186274.8)))"
"E01000063",2,"MULTIPOLYGON (((548933.1 186439.2, 548958.3 186426.8, 548992.2 186459.4, 549027.3 186392.2, 549074.5 186436.5, 549156 186429.5, 549153 186380.6, 549153.9 186255.1, 549077.1 186262.7, 549026.8 186159.8, 548950 186174, 548933.9 186160.1, 548829.6 186002.1, 548787.2 186018.2, 548741.3 185971.8, 548693.7 185979, 548675.6 186019.8, 548724.9 186041.2, 548708.2 186124.9, 548697.8 186138.5, 548802.6 186261.4, 548816.9 186283.4, 548637 186272, 548619.9 186270.9, 548614.1 186381.9, 548604.3 186569.7, 548717.1 186577.8, 548730.9 186578.8, 548814.1 186584.7, 548852 186483.8, 548933.1 186439.2)))"
"E01000064",2,"MULTIPOLYGON (((549819.2 186401.9, 549847.8 186117, 549892.7 185973.8, 549899.1 185885.6, 549912.6 185841.2, 549604 185773.2, 549341.7 185800.9, 549324.3 185843.3, 549362.8 185858, 549346.7 185899.7, 549354.4 185943, 549389 185944, 549506 185899, 549557.2 186027.9, 549618.9 186019.6, 549624.3 186144.9, 549567.2 186139.9, 549564 186201.6, 549526.1 186228.9, 549524.6 186274.8, 549493.8 186282.8, 549493.1 186382.3, 549556.6 186385, 549564.3 186344.3, 549761.1 186337.8, 549764.3 186386.4, 549698.8 186407, 549705 186483.6, 549806 186454, 549819.2 186401.9)))"
"E01000065",2,"MULTIPOLYGON (((549039.9 186065.6, 549143.7 185959.8, 549089.7 185924.6, 549020.4 185931.3, 549001.5 185872.2, 549023 185817.6, 549100.9 185827.9, 549140.9 185788.5, 548984.1 185769.6, 548824.1 185757.8, 548662.9 185739.2, 548562.5 185733.2, 548377.1 185833.6, 548208.7 185902.5, 548254.4 185933.9, 548371.8 186006, 548551.3 186078.3, 548558.3 186081.1, 548697.8 186138.5, 548708.2 186124.9, 548724.9 186041.2, 548675.6 186019.8, 548693.7 185979, 548741.3 185971.8, 548787.2 186018.2, 548829.6 186002.1, 548933.9 186160.1, 548950 186174, 549026.8 186159.8, 549052.3 186131.9, 549039.9 186065.6)))"
"E01000066",4,"MULTIPOLYGON (((546218.1 184945.8, 546139.5 184777.8, 546085.4 184796.2, 545964.8 184846.2, 545928.3 184788.2, 545815.7 184800, 545937.9 185016.4, 545947 185057, 545953.6 185092.8, 545993.8 185092.9, 545994.6 185148.6, 545934.4 185350.4, 546038 185404.2, 546074.3 185416, 546056.1 185451.6, 546088 185477, 546026.4 185555, 546126.2 185665, 546181.6 185509.7, 546318.4 185289.2, 546381.4 185104.3, 546383.7 185027.3, 546338.4 184984.9, 546218.1 184945.8)))"
"E01000067",5,"MULTIPOLYGON (((545934.4 185350.4, 545994.6 185148.6, 545993.8 185092.9, 545953.6 185092.8, 545947 185057, 545937.9 185016.4, 545821.1 185030.5, 545706.7 184878.6, 545664.7 184947.2, 545736.8 185036.5, 545635.1 185039.5, 545594.2 185068.4, 545601.6 185126.3, 545582.9 185152.3, 545501 185097, 545473.5 185126.7, 545387.5 185070.8, 545342.2 185120.1, 545428.9 185170.9, 545702.8 185379.3, 545757.8 185411.9, 545840.8 185454.8, 546026.4 185555, 546088 185477, 546056.1 185451.6, 546074.3 185416, 546038 185404.2, 545934.4 185350.4)))"
"E01000068",4,"MULTIPOLYGON (((544671.6 185169.8, 544760.6 185028.8, 544790 185054, 544963 184838, 544899 184797, 544934.5 184771.2, 544968.8 184788.1, 545147.7 184629.9, 545198.9 184684.9, 545379.9 184519.7, 545326.6 184474.6, 545347.8 184448.2, 545326 184429, 545325.7 184381.9, 545377.6 184330.5, 545323.6 184283.2, 545268.4 184280.6, 545271.9 184183.9, 545122 184314.9, 545012.8 184409.2, 544935.1 184476.2, 544787.8 184604.9, 544785.2 184607.2, 544667.1 184681.3, 544523.4 184789, 544338.2 184928, 544346.7 184932.1, 544379.1 184947.8, 544438.2 184975.4, 544435.3 185014.7, 544664.4 185164, 544671.6 185169.8)))"
"E01000069",6,"MULTIPOLYGON (((545664.7 184947.2, 545706.7 184878.6, 545821.1 185030.5, 545937.9 185016.4, 545815.7 184800, 545928.3 184788.2, 545964.8 184846.2, 546085.4 184796.2, 546007 184677, 545865 184604, 545769.8 184721.2, 545763.9 184670.5, 545809.2 184621.4, 545751.4 184503.9, 545800.6 184435.3, 545833.5 184434.7, 545773 184402, 545722 184478, 545638.9 184482, 545575.5 184559.3, 545577.5 184563.8, 545586.2 184621.4, 545424.7 184897.7, 545457.9 184956.2, 545496.4 185028.2, 545555.3 185003.8, 545585.6 184947, 545647 184987.8, 545635.1 185039.5, 545736.8 185036.5, 545664.7 184947.2)))"
"E01000070",5,"MULTIPOLYGON (((545230.1 185136.7, 545261.1 185065.4, 545342.2 185120.1, 545387.5 185070.8, 545473.5 185126.7, 545501 185097, 545582.9 185152.3, 545601.6 185126.3, 545594.2 185068.4, 545635.1 185039.5, 545647 184987.8, 545585.6 184947, 545555.3 185003.8, 545496.4 185028.2, 545457.9 184956.2, 545424.7 184897.7, 545586.2 184621.4, 545577.5 184563.8, 545536 184609, 545489.5 184607.3, 545379.9 184519.7, 545198.9 184684.9, 545147.7 184629.9, 544968.8 184788.1, 544934.5 184771.2, 544899 184797, 544963 184838, 544790 185054, 544760.6 185028.8, 544671.6 185169.8, 544755.2 185233, 544909.9 185268.1, 545115.3 185335.9, 545127.9 185426.2, 545176.5 185483.6, 545184 185463.7, 545172.7 185370.9, 545230.1 185136.7)))"
"E01000071",5,"MULTIPOLYGON (((546139.5 184777.8, 546021.8 184578.5, 546029.1 184537.4, 546126.1 184365.1, 546131.1 184298.5, 546076.3 184290.5, 545860 184252.9, 545803.5 184244, 545681.7 184224.9, 545574.2 184208.3, 545306 184163.9, 545302.8 184163.5, 545296.3 184162.5, 545271.9 184183.9, 545268.4 184280.6, 545323.6 184283.2, 545377.6 184330.5, 545325.7 184381.9, 545326 184429, 545347.8 184448.2, 545326.6 184474.6, 545379.9 184519.7, 545489.5 184607.3, 545536 184609, 545577.5 184563.8, 545575.5 184559.3, 545638.9 184482, 545722 184478, 545773 184402, 545833.5 184434.7, 545800.6 184435.3, 545751.4 184503.9, 545809.2 184621.4, 545763.9 184670.5, 545769.8 184721.2, 545865 184604, 546007 184677, 546085.4 184796.2, 546139.5 184777.8)))"
"E01000072",2,"MULTIPOLYGON (((546639 185244, 546671.7 185212.7, 546705.8 185236.4, 546767.6 185207.4, 546739.9 185055.9, 546780 185014, 546779.5 184987, 546678.8 184960, 546738.6 184915.9, 546741.6 184858.2, 546845.8 184788.9, 546822.5 184763.6, 546840.7 184741.3, 546857.7 184717.5, 546777 184653.9, 546775.8 184610.3, 546863.1 184594.8, 546926.1 184620.2, 546963.3 184516.9, 546965.4 184504.6, 546979.2 184428.7, 546924 184420, 546613.2 184373.8, 546194.1 184308.6, 546131.1 184298.5, 546126.1 184365.1, 546029.1 184537.4, 546021.8 184578.5, 546139.5 184777.8, 546218.1 184945.8, 546338.4 184984.9, 546383.7 185027.3, 546381.4 185104.3, 546635.5 185138.3, 546639 185244)))"
"E01000073",2,"MULTIPOLYGON (((547033.6 185348.4, 546966.5 185224.5, 546963.2 185192.6, 546904 185143.6, 546926.5 185087.2, 546875 185010.7, 546981.6 185016.7, 547043.9 184930.5, 547012 184863.7, 546840.7 184741.3, 546822.5 184763.6, 546845.8 184788.9, 546741.6 184858.2, 546738.6 184915.9, 546678.8 184960, 546779.5 184987, 546780 185014, 546739.9 185055.9, 546767.6 185207.4, 546705.8 185236.4, 546671.7 185212.7, 546639 185244, 546635.5 185138.3, 546381.4 185104.3, 546318.4 185289.2, 546181.6 185509.7, 546407 185502.5, 546644.1 185450, 546806.2 185404.5, 546814.5 185402.5, 547033.6 185348.4)))"
"E01000074",2,"MULTIPOLYGON (((547345.9 185348.5, 547329.2 185276.3, 547406.3 185261.5, 547427 185204.9, 547395.4 185158.1, 547370 185121, 547243.3 185023.2, 547258.7 184996.7, 547199.1 184873.4, 547152.3 184845.5, 547012 184863.7, 547043.9 184930.5, 546981.6 185016.7, 546875 185010.7, 546926.5 185087.2, 546904 185143.6, 546963.2 185192.6, 546966.5 185224.5, 547033.6 185348.4, 547228.8 185300.2, 547248 185371, 547345.9 185348.5)))"
