"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01002140",5,"MULTIPOLYGON (((514479.9 191404, 514542.8 191359.3, 514608.1 191380.6, 514619.8 191105.7, 514667.4 191166.9, 514663.7 191315.8, 514728.5 191283.7, 514784.6 191189.3, 514759.6 191235.3, 514818.6 191215, 514859.2 191245.7, 514879 191207, 514838 191178, 514869 191141, 514897.7 190944.8, 515002.7 190936.3, 514981.4 191099.3, 515037.1 191080.1, 515050 190888, 515104.5 190899.3, 515109.1 190855.6, 515067.9 190810, 515003.9 190804.9, 515006.4 190758.9, 514867.6 190749.8, 514887.1 190691.2, 514811.7 190641, 514753.7 190785.9, 514713.5 190779.3, 514685.9 190779.9, 514557.1 190766.7, 514555.7 190806.2, 514505 190815.2, 514497.3 190869.8, 514457.3 190898, 514480 190928, 514529 190991, 514497.6 191035.8, 514508 191193, 514460.9 191157.8, 514413.7 191188.2, 514346.2 191113.4, 514264.3 191160.5, 514292.5 191214.6, 514336.7 191186.6, 514375.3 191232.2, 514454.8 191232.6, 514494.1 191260.4, 514485.8 191287, 514479.9 191404)))"
"E01002141",6,"MULTIPOLYGON (((515411.2 191289.9, 515494 191136.8, 515527.2 191145.7, 515624.6 191160.4, 515659.9 191212.1, 515755.7 191222.3, 515733.7 191245.9, 515752.3 191298.1, 515800.9 191302.7, 515821 191159.5, 515930.3 190878.2, 515991.9 190902.1, 516000.2 190875.8, 515888.5 190836, 515910 190788.4, 515854.9 190770.3, 515840.3 190765.7, 515809 190760.7, 515797.4 190716.1, 515676 190677, 515656.9 190716.3, 515609.8 190701.5, 515559.6 190687.7, 515552.5 190700.7, 515541.2 190740.2, 515502.5 190749.3, 515423.2 190710.3, 515388.4 190762, 515432.2 190816.1, 515401.6 190871.6, 515266.9 190915.7, 515336.9 190990.8, 515394 191007, 515366 191064, 515310.6 191081.2, 515272.2 191064.9, 515231.7 191154.4, 515190 191158.5, 515161 191211, 515299 191264, 515407.8 191423.8, 515431.8 191379.3, 515411.2 191289.9)))"
"E01002142",6,"MULTIPOLYGON (((515024.9 191746.5, 515076 191544, 515134.7 191552, 515164.3 191501, 515240.5 191538, 515262.6 191483.1, 515278.8 191433.7, 515248.7 191404.8, 515275 191340, 515115 191270, 515085.4 191200.7, 515161 191211, 515190 191158.5, 515231.7 191154.4, 515272.2 191064.9, 515310.6 191081.2, 515366 191064, 515394 191007, 515336.9 190990.8, 515266.9 190915.7, 515401.6 190871.6, 515432.2 190816.1, 515388.4 190762, 515423.2 190710.3, 515329 190650.2, 515212.9 190626.7, 515172.4 190718.4, 515125 190798.9, 515085 190780.5, 515067.9 190810, 515109.1 190855.6, 515104.5 190899.3, 515050 190888, 515037.1 191080.1, 514981.4 191099.3, 515002.7 190936.3, 514897.7 190944.8, 514869 191141, 514838 191178, 514879 191207, 514859.2 191245.7, 514851.2 191296.8, 514754.7 191386, 514665 191408, 514661 191435, 514767 191445, 514755.3 191492.7, 514863.5 191554.6, 514882.9 191665.9, 514856.7 191720.3, 514895.2 191776.9, 514959.6 191795, 515024.9 191746.5)))"
"E01002143",5,"MULTIPOLYGON (((514555.7 190806.2, 514557.1 190766.7, 514685.9 190779.9, 514713.5 190779.3, 514723.9 190739.8, 514620.5 190710.4, 514696 190583.3, 514634.3 190447.8, 514534.1 190426.3, 514487.7 190414.3, 514502.5 190368, 514463.9 190358.6, 514441.2 190353.2, 514393.1 190342, 514434.1 190286.6, 514394.9 190231.1, 514318.7 190286.1, 514315.9 190288.2, 514264.7 190461.2, 514295.9 190496.1, 514289.5 190545.6, 514236.4 190570, 514264.2 190617, 514341.7 190602.9, 514314 190732.3, 514355.2 190704.6, 514364 190748, 514362.5 190789.6, 514331.3 190984.2, 514414.9 191064.6, 514418 190964, 514480 190928, 514457.3 190898, 514497.3 190869.8, 514505 190815.2, 514555.7 190806.2)))"
"E01002144",7,"MULTIPOLYGON (((515231.4 192020.5, 515222.8 191931.7, 515303 191948, 515394.9 191794, 515329.1 191817.8, 515317.1 191661, 515249.1 191650.9, 515268.4 191599.5, 515434.1 191632.6, 515413.4 191581.6, 515322.8 191573.2, 515340.3 191511.1, 515293 191524.7, 515298.3 191489.8, 515262.6 191483.1, 515240.5 191538, 515164.3 191501, 515134.7 191552, 515076 191544, 515024.9 191746.5, 514959.6 191795, 514895.2 191776.9, 514856.7 191720.3, 514882.9 191665.9, 514863.5 191554.6, 514755.3 191492.7, 514767 191445, 514661 191435, 514665 191408, 514754.7 191386, 514851.2 191296.8, 514859.2 191245.7, 514818.6 191215, 514759.6 191235.3, 514784.6 191189.3, 514728.5 191283.7, 514663.7 191315.8, 514667.4 191166.9, 514619.8 191105.7, 514608.1 191380.6, 514542.8 191359.3, 514479.9 191404, 514485.8 191287, 514339 191296, 514319 191410.2, 514089.6 191400.5, 513991.6 191343, 513958.4 191413.5, 513745.7 191750.7, 513398.4 192233, 513202.5 192332.3, 513065.1 192574.9, 513246 192654.8, 513388.7 192791.9, 513444.1 192904.3, 513499.2 192927, 513635.6 193097.9, 514279.4 193263.6, 514633.2 193460.5, 514754.4 193548.4, 514807.7 193590.6, 514866.2 193637, 514998 193739.3, 514937.3 193662.5, 515062.9 193447.4, 514775.4 193007.4, 514835.5 192832.2, 514839.4 192642.8, 515217.8 192144.2, 515290.8 192079.9, 515231.4 192020.5)))"
"E01002145",6,"MULTIPOLYGON (((515290.8 192079.9, 515455.4 191941.5, 515608.7 191827.8, 515663.7 191825.8, 515680.5 191677.9, 515703.9 191683.8, 515780.9 191525.3, 515797.1 191479.2, 515746 191469.2, 515751.7 191424.4, 515778 191426.2, 515822.4 191318.8, 515800.9 191302.7, 515752.3 191298.1, 515733.7 191245.9, 515755.7 191222.3, 515659.9 191212.1, 515624.6 191160.4, 515527.2 191145.7, 515494 191136.8, 515411.2 191289.9, 515431.8 191379.3, 515407.8 191423.8, 515299 191264, 515161 191211, 515085.4 191200.7, 515115 191270, 515275 191340, 515248.7 191404.8, 515278.8 191433.7, 515262.6 191483.1, 515298.3 191489.8, 515293 191524.7, 515340.3 191511.1, 515322.8 191573.2, 515413.4 191581.6, 515434.1 191632.6, 515268.4 191599.5, 515249.1 191650.9, 515317.1 191661, 515329.1 191817.8, 515394.9 191794, 515303 191948, 515222.8 191931.7, 515231.4 192020.5, 515290.8 192079.9)))"
"E01002146",10,"MULTIPOLYGON (((512857.4 191591.1, 512833.8 191524.1, 512895.3 191542.1, 512914.2 191517.7, 512886 191433, 512821 191437, 512804.8 191333.7, 512874.7 191303.9, 512877 191273, 512833.4 191255.8, 512855.2 191220.4, 512788 191198, 512770.1 191242.5, 512685.7 191209.3, 512504 191307, 512331 191349, 512230.2 191339.8, 512142.4 191344.6, 512117.7 191389.8, 511892.5 191450.7, 511850 191771.9, 512026.3 191840.7, 511941.4 192051.3, 512002.2 192083.2, 512115.4 192195, 512356.6 192239.5, 512730.5 192382, 512857 192224.6, 512777 191822, 512942.9 191630.5, 512857.4 191591.1)))"
"E01002147",8,"MULTIPOLYGON (((513398.4 192233, 513745.7 191750.7, 513626.5 191696, 513567.3 191809, 513518 191787.8, 513642.9 191586, 513186 191528, 513134.5 191496.1, 513119.1 191505.2, 513078.5 191474.2, 513098 191431, 513036.2 191407.2, 512989.2 191445.4, 513049 191509.1, 512952 191620, 512942.9 191630.5, 512777 191822, 512857 192224.6, 512730.5 192382, 513065.1 192574.9, 513202.5 192332.3, 513398.4 192233)))"
"E01002148",8,"MULTIPOLYGON (((513567.3 191809, 513626.5 191696, 513745.7 191750.7, 513958.4 191413.5, 513991.6 191343, 514044.3 191164.1, 513982.6 191189.7, 513947.5 191280.9, 513881.5 191281.4, 513886 191214, 513943 191216, 513894 191193, 513920 191118, 513760.6 191070.3, 513730 191065, 513758.7 190963.4, 513444.6 190989, 513597.6 191100, 513677 191230.6, 513659 191242, 513243 191300, 513180.9 191456.8, 513134.5 191496.1, 513186 191528, 513642.9 191586, 513518 191787.8, 513567.3 191809)))"
"E01002149",10,"MULTIPOLYGON (((512142.4 191344.6, 512230.2 191339.8, 512331 191349, 512504 191307, 512685.7 191209.3, 512628 191173, 512587.3 191194.8, 512498.5 191252.4, 512465.4 191119.2, 512432.4 191135.5, 512371.2 191106.9, 512398.1 190924.5, 512301.2 190940, 512244.7 190931.2, 512204.9 191038.7, 512110.4 191060.2, 512101.7 191015, 511931.5 190974.6, 511901.9 190996.8, 511830 190965, 511846.1 190937.8, 511762.6 190870.7, 511637.9 190834.4, 511612.5 190927.6, 511663.7 190944.1, 511611.7 190949.8, 511625.6 190995.4, 511694.7 191075.4, 511842.1 191140, 511832.1 191246.4, 511808.8 191321.1, 511875 191347.5, 511892.5 191450.7, 512117.7 191389.8, 512142.4 191344.6)))"
"E01002150",8,"MULTIPOLYGON (((512952 191620, 513049 191509.1, 512989.2 191445.4, 513036.2 191407.2, 513098 191431, 513078.5 191474.2, 513119.1 191505.2, 513134.5 191496.1, 513180.9 191456.8, 513243 191300, 513659 191242, 513677 191230.6, 513597.6 191100, 513444.6 190989, 513436.7 190966.3, 513313 191084.1, 513129 190991, 512948.2 190900.9, 512871.8 190697.8, 512805.3 190725.8, 512689 190849.6, 512606.1 190920.9, 512665 190953, 512598.9 191026.1, 512579 191080, 512530.6 191048.7, 512515 191123, 512562 191139, 512587.3 191194.8, 512628 191173, 512685.7 191209.3, 512770.1 191242.5, 512788 191198, 512855.2 191220.4, 512833.4 191255.8, 512877 191273, 512874.7 191303.9, 512804.8 191333.7, 512821 191437, 512886 191433, 512914.2 191517.7, 512895.3 191542.1, 512833.8 191524.1, 512857.4 191591.1, 512942.9 191630.5, 512952 191620)))"
"E01002151",2,"MULTIPOLYGON (((513947.5 191280.9, 513982.6 191189.7, 514044.3 191164.1, 514063.7 191098.1, 514137.5 190855.5, 514171 190748.6, 514264.7 190461.2, 514315.9 190288.2, 514065.1 190466.6, 514020.9 190497.5, 513982.1 190524.7, 513801.5 190660.6, 513436.7 190966.3, 513444.6 190989, 513758.7 190963.4, 513730 191065, 513760.6 191070.3, 513920 191118, 513894 191193, 513943 191216, 513886 191214, 513881.5 191281.4, 513947.5 191280.9)))"
"E01002152",9,"MULTIPOLYGON (((512515 191123, 512530.6 191048.7, 512579 191080, 512598.9 191026.1, 512665 190953, 512606.1 190920.9, 512689 190849.6, 512805.3 190725.8, 512871.8 190697.8, 512824.5 190430, 512777.4 190373, 512706.5 190345.5, 512630.3 190260.9, 512570.5 190368.8, 512521.4 190464.2, 512488.4 190442.7, 512412.2 190574.8, 512374 190575.4, 512270 190643.7, 512230.8 190601.5, 512172.1 190691.7, 512077.5 190669.3, 512063.1 190685.4, 512002.5 190594.9, 511968.5 190662.4, 511839.4 190652.4, 511762.6 190870.7, 511846.1 190937.8, 511830 190965, 511901.9 190996.8, 511931.5 190974.6, 512101.7 191015, 512110.4 191060.2, 512204.9 191038.7, 512244.7 190931.2, 512301.2 190940, 512398.1 190924.5, 512371.2 191106.9, 512432.4 191135.5, 512465.4 191119.2, 512498.5 191252.4, 512587.3 191194.8, 512562 191139, 512515 191123)))"
"E01002153",10,"MULTIPOLYGON (((513292.9 188357.2, 513317 188328.1, 513379.6 188332, 513426.5 188391.4, 513468.6 188380.4, 513386 188236, 513265.4 188020.5, 513169.9 187847.4, 513136.4 187863.9, 513025.1 187825.2, 512956.1 188080.1, 512898.6 188256.1, 512815.2 188470.6, 512814.4 188473.5, 512793.7 188531.2, 513248 188663, 513321.6 188614.1, 513262.4 188543.1, 513215.4 188533.7, 513225.3 188492.9, 513194 188484.7, 513221.6 188449.2, 513292.9 188357.2)))"
"E01002154",7,"MULTIPOLYGON (((514318.7 190286.1, 514394.9 190231.1, 514648.5 190048.1, 514435.2 189953.6, 514519.3 189786.5, 514386.9 189714.1, 514317.1 189676.6, 514176 189602.7, 514278 189468.5, 514118.6 189350.7, 513993.3 189541.6, 513950.1 189550.1, 513871.4 189649.8, 513822.8 189832.5, 513827 189836, 513763.8 189889.9, 513754 190004.2, 513689.2 190133, 513461.9 190252.9, 513384.4 190136.9, 513255.5 190074.6, 513076 190072.9, 512777.4 190373, 512824.5 190430, 512871.8 190697.8, 512948.2 190900.9, 513129 190991, 513313 191084.1, 513436.7 190966.3, 513801.5 190660.6, 513982.1 190524.7, 514020.9 190497.5, 514065.1 190466.6, 514315.9 190288.2, 514318.7 190286.1)))"
"E01002155",9,"MULTIPOLYGON (((512777.4 190373, 513076 190072.9, 513255.5 190074.6, 513384.4 190136.9, 513461.9 190252.9, 513689.2 190133, 513754 190004.2, 513763.8 189889.9, 513827 189836, 513822.8 189832.5, 513786 189804, 513743.1 189821.3, 513676 189847, 513529.1 189836.7, 513494 189866.5, 513417 189753, 513303 189787, 513317.8 189749.7, 513587.6 189600.8, 513567.7 189546, 513370 189666, 513303.2 189558, 513416.8 189296, 513374.6 189301.4, 513344.3 189221.6, 513341.1 189173.2, 513196.1 189194.4, 513185.6 189135.1, 513104.4 189160.9, 513117.9 189236.3, 512975.8 189239, 512995.3 189120.3, 512992 189086, 512869 189048, 512807.1 189087.9, 512757.5 189121.9, 512808 189197.3, 512811.6 189260, 512768.4 189291.6, 512808.7 189311.1, 512890.2 189297.5, 512903.6 189321.2, 512909.6 189367.9, 512864.4 189384.7, 512865.2 189429.9, 512785.6 189467.6, 512851.1 189500, 512849 189532.8, 512934.5 189485.6, 512936.5 189579.4, 512982 189580.3, 512996.6 189678.6, 512899.3 189656.6, 512756.2 189719, 512692.6 189795.2, 512741.6 189843, 512720 189898.6, 512623.6 190122.4, 512665.4 190182, 512630.3 190260.9, 512706.5 190345.5, 512777.4 190373)))"
"E01002156",9,"MULTIPOLYGON (((513494 189866.5, 513529.1 189836.7, 513676 189847, 513743.1 189821.3, 513786 189804, 513822.8 189832.5, 513871.4 189649.8, 513950.1 189550.1, 513993.3 189541.6, 514118.6 189350.7, 513958.2 189212.7, 513862.4 189153.7, 513842.1 189100.5, 513656 189164.6, 513672.1 189201, 513564.4 189249.4, 513525.7 189227.6, 513520.1 189148.4, 513476.2 189141.4, 513454.2 189196.7, 513438 189225, 513344.3 189221.6, 513374.6 189301.4, 513416.8 189296, 513303.2 189558, 513370 189666, 513567.7 189546, 513587.6 189600.8, 513317.8 189749.7, 513303 189787, 513417 189753, 513494 189866.5)))"
"E01002157",8,"MULTIPOLYGON (((513454.2 189196.7, 513476.2 189141.4, 513486.2 189108.7, 513553.8 189089.4, 513578.2 188926, 513672 188773.7, 513578.7 188593.2, 513549.4 188533.7, 513468.6 188380.4, 513426.5 188391.4, 513379.6 188332, 513317 188328.1, 513292.9 188357.2, 513221.6 188449.2, 513194 188484.7, 513225.3 188492.9, 513215.4 188533.7, 513262.4 188543.1, 513321.6 188614.1, 513344.5 188632.2, 513114 188818, 513152.8 188862.7, 513017 188973.8, 513075.5 188978.1, 513373.9 188799.4, 513400.8 188847.3, 513386.1 188894.2, 513292.5 188952, 513348.6 189070.7, 513185.6 189135.1, 513196.1 189194.4, 513341.1 189173.2, 513344.3 189221.6, 513438 189225, 513454.2 189196.7)))"
"E01002158",9,"MULTIPOLYGON (((513348.6 189070.7, 513292.5 188952, 513386.1 188894.2, 513400.8 188847.3, 513373.9 188799.4, 513075.5 188978.1, 513017 188973.8, 513152.8 188862.7, 513114 188818, 513344.5 188632.2, 513321.6 188614.1, 513248 188663, 512793.7 188531.2, 512773.1 188621.7, 512754.7 188777.8, 512634.9 188888.8, 512585.4 188974.1, 512807.1 189087.9, 512869 189048, 512992 189086, 512995.3 189120.3, 512975.8 189239, 513117.9 189236.3, 513104.4 189160.9, 513185.6 189135.1, 513348.6 189070.7)))"
"E01002159",7,"MULTIPOLYGON (((514411.7 189010.4, 514407 188874, 514440 188866.1, 514447.7 188813.6, 514498.9 188809.4, 514538 188760, 514520.1 188673.5, 514526 188628.1, 514571.9 188615.7, 514575.4 188546.8, 514578.6 188521.6, 514542.3 188491.7, 514360.8 188561.5, 514320 188578, 514233 188588, 514154.1 188437.4, 514135.5 188403.5, 514182 188379, 514144.1 188294.9, 513971.9 188385, 513995.2 188476.4, 513884.8 188533.4, 513888.1 188578.7, 513969.9 188537.7, 514034.3 188635.1, 514090.5 188617.2, 514088.4 188660.7, 513988.9 188726.7, 513940.4 188786.9, 513951.5 188832.3, 513987.1 188876.1, 514045.7 188862.8, 514060.3 188910.4, 514180.7 188894.9, 514189 188932, 514372.5 188882.4, 514334.8 188977.6, 514411.7 189010.4)))"
"E01002160",7,"MULTIPOLYGON (((514360.8 188561.5, 514542.3 188491.7, 514578.6 188521.6, 514575.4 188546.8, 514660 188537, 514694 188568, 514805.9 188554.8, 514807.2 188505.5, 514886 188482.6, 514933.7 188195.7, 514978.3 188179, 514983 188145.3, 514986.1 188073.4, 514708.2 188094.1, 514521.9 188137.7, 514372.7 188189, 514144.1 188294.9, 514182 188379, 514135.5 188403.5, 514154.1 188437.4, 514233 188588, 514320 188578, 514360.8 188561.5)))"
"E01002161",6,"MULTIPOLYGON (((514088.4 188660.7, 514090.5 188617.2, 514034.3 188635.1, 513969.9 188537.7, 513888.1 188578.7, 513884.8 188533.4, 513995.2 188476.4, 513971.9 188385, 513912.7 188416.1, 513630.7 188566.4, 513578.7 188593.2, 513672 188773.7, 513578.2 188926, 513553.8 189089.4, 513486.2 189108.7, 513476.2 189141.4, 513520.1 189148.4, 513525.7 189227.6, 513564.4 189249.4, 513672.1 189201, 513656 189164.6, 513842.1 189100.5, 513864.9 189087, 513829 189043, 513815.7 189039.2, 513829.4 188968.5, 513954.3 188924.7, 513987.1 188876.1, 513951.5 188832.3, 513940.4 188786.9, 513988.9 188726.7, 514088.4 188660.7)))"
"E01002162",5,"MULTIPOLYGON (((514596.3 189610.6, 514667 189450.7, 514711.3 189347.1, 514776.3 189198, 514741.6 189182.6, 514745.7 189129.8, 514554.8 189031.1, 514535.5 189060.5, 514557.2 189088.2, 514523 189072.5, 514520.2 189121.3, 514447.8 189085.5, 514404.4 189103.8, 514697.9 189276.8, 514668.5 189319.9, 514421.9 189185.4, 514408.5 189276, 514578.9 189366.3, 514549.1 189427.3, 514540 189462, 514454 189444, 514306 189411, 514278 189468.5, 514176 189602.7, 514317.1 189676.6, 514386.9 189714.1, 514519.3 189786.5, 514596.3 189610.6)))"
"E01002163",8,"MULTIPOLYGON (((514278 189468.5, 514306 189411, 514454 189444, 514540 189462, 514549.1 189427.3, 514578.9 189366.3, 514408.5 189276, 514421.9 189185.4, 514668.5 189319.9, 514697.9 189276.8, 514404.4 189103.8, 514401.7 189108.1, 514324.2 189093, 514294 189011.8, 514256.5 189012.2, 514156.8 188978, 514147 188940, 514189 188932, 514180.7 188894.9, 514060.3 188910.4, 514045.7 188862.8, 513987.1 188876.1, 513954.3 188924.7, 513829.4 188968.5, 513815.7 189039.2, 513829 189043, 513864.9 189087, 513842.1 189100.5, 513862.4 189153.7, 513958.2 189212.7, 514118.6 189350.7, 514278 189468.5)))"
"E01002164",8,"MULTIPOLYGON (((514816.4 189103.2, 514859.8 189004.9, 514950.2 188775.9, 515002 188607.9, 514949.3 188596.5, 514920.8 188634.6, 514926 188596.2, 514883.8 188581.6, 514851.3 188560, 514837.8 188612, 514804.9 188592.9, 514805.9 188554.8, 514694 188568, 514660 188537, 514575.4 188546.8, 514571.9 188615.7, 514526 188628.1, 514520.1 188673.5, 514538 188760, 514498.9 188809.4, 514447.7 188813.6, 514440 188866.1, 514407 188874, 514411.7 189010.4, 514334.8 188977.6, 514372.5 188882.4, 514189 188932, 514147 188940, 514156.8 188978, 514256.5 189012.2, 514294 189011.8, 514324.2 189093, 514401.7 189108.1, 514404.4 189103.8, 514447.8 189085.5, 514520.2 189121.3, 514523 189072.5, 514557.2 189088.2, 514535.5 189060.5, 514554.8 189031.1, 514745.7 189129.8, 514741.6 189182.6, 514776.3 189198, 514816.4 189103.2)))"
"E01002165",6,"MULTIPOLYGON (((518479.4 189250.4, 518544.1 189231.4, 518587.8 189257.2, 518663.8 189219, 518760.8 189197.2, 518764.6 189123.6, 518807.1 189124.8, 518805.5 189154.2, 518854.3 189177.8, 519023.8 189157.9, 519043.3 189054.5, 519104.5 188828.9, 519087 188753.6, 518914 188792, 518878.2 188798.2, 518722.1 188825.1, 518727.5 188866.7, 518660.5 188908.2, 518586.2 188891.6, 518606 189054, 518562.6 189061.4, 518554.1 189013.3, 518388.8 189039.9, 518406.2 189143.3, 518446.3 189118.8, 518463 189142, 518424 189278, 518457.8 189293.4, 518479.4 189250.4)))"
"E01002166",7,"MULTIPOLYGON (((518458.1 189662.2, 518394 189377, 518424 189278, 518463 189142, 518446.3 189118.8, 518406.2 189143.3, 518388.8 189039.9, 518554.1 189013.3, 518562.6 189061.4, 518606 189054, 518586.2 188891.6, 518660.5 188908.2, 518727.5 188866.7, 518722.1 188825.1, 518561.4 188853.2, 518214.1 188909.3, 518218.5 188949.8, 518275.1 188956.8, 518312.5 189179.4, 518350 189188.8, 518277 189389, 518244 189381.4, 518233.8 189334.6, 518137.9 189358.8, 518170.2 189520.8, 518262.9 189558.3, 518354 189743.9, 518426.2 189701.8, 518461.6 189679.3, 518458.1 189662.2)))"
"E01002167",5,"MULTIPOLYGON (((518170.2 189520.8, 518137.9 189358.8, 518068.6 189184.1, 518005.3 189164.9, 517986.5 189118.9, 517957.9 189136.5, 517886.4 189177.5, 517845 189237, 517835.8 189314.6, 517862.9 189340.1, 517815 189345.6, 517843.3 189383.6, 517844.5 189401.5, 517861.5 189471.5, 517818.8 189567.1, 517783.3 189700.2, 517822.7 189726.4, 517870.4 189583.7, 517894.8 189592.9, 517923.9 189558.8, 517947.4 189607.4, 517984.4 189612, 517987.9 189584.9, 518039.8 189575.5, 518020.4 189539.5, 518051 189515, 518152.7 189658, 518210.4 189806.9, 518277.6 189875.7, 518303.5 189846, 518280.8 189804.3, 518345.6 189750, 518354 189743.9, 518262.9 189558.3, 518170.2 189520.8)))"
"E01002168",4,"MULTIPOLYGON (((518184 189872.5, 518210.4 189806.9, 518152.7 189658, 518051 189515, 518020.4 189539.5, 518039.8 189575.5, 517987.9 189584.9, 517984.4 189612, 517947.4 189607.4, 517923.9 189558.8, 517894.8 189592.9, 517870.4 189583.7, 517822.7 189726.4, 517783.3 189700.2, 517818.8 189567.1, 517861.5 189471.5, 517844.5 189401.5, 517843.3 189383.6, 517708.4 189374.2, 517662.4 189412.7, 517616.2 189666.9, 517642.1 189704.9, 517568 189688, 517576.3 189627.7, 517453.5 189695.4, 517463.5 189700.5, 517678.8 189769.4, 517918.2 189836.1, 517979.3 189848.3, 518001.3 189841.8, 518184 189872.5)))"
"E01002169",5,"MULTIPOLYGON (((518946.4 189373.2, 519006.5 189218.7, 519023.8 189157.9, 518854.3 189177.8, 518805.5 189154.2, 518807.1 189124.8, 518764.6 189123.6, 518760.8 189197.2, 518663.8 189219, 518587.8 189257.2, 518544.1 189231.4, 518479.4 189250.4, 518457.8 189293.4, 518424 189278, 518394 189377, 518458.1 189662.2, 518461.6 189679.3, 518478 189717.5, 518519.2 189686.7, 518740.1 189571.1, 518853.4 189497.3, 518946.4 189373.2)))"
"E01002170",6,"MULTIPOLYGON (((517616.2 189666.9, 517662.4 189412.7, 517708.4 189374.2, 517843.3 189383.6, 517815 189345.6, 517781.9 189349.4, 517777.7 189323.6, 517562.6 189317, 517548.8 189255.6, 517511.3 189291.5, 517438.4 189287.3, 517329.3 189266.3, 517319.2 189305.1, 517254.7 189289.9, 517123.3 189532.8, 517099.2 189585, 517150.4 189605.4, 517176.4 189553.8, 517420.1 189644.6, 517409.4 189673, 517453.5 189695.4, 517576.3 189627.7, 517568 189688, 517642.1 189704.9, 517616.2 189666.9)))"
"E01002171",7,"MULTIPOLYGON (((518277 189389, 518350 189188.8, 518312.5 189179.4, 518275.1 188956.8, 518218.5 188949.8, 518214.1 188909.3, 518171.6 188913.8, 518113.1 188916.1, 517910.5 188938.1, 517772.1 188967.9, 517729.8 188968.2, 517730.1 189024.1, 517702.6 189124.5, 517726.9 189130.5, 517777.7 189323.6, 517781.9 189349.4, 517815 189345.6, 517862.9 189340.1, 517835.8 189314.6, 517845 189237, 517886.4 189177.5, 517957.9 189136.5, 517986.5 189118.9, 518005.3 189164.9, 518068.6 189184.1, 518137.9 189358.8, 518233.8 189334.6, 518244 189381.4, 518277 189389)))"
"E01002172",7,"MULTIPOLYGON (((516445.2 189775.1, 516454.5 189729.5, 516594.1 189771.7, 516661.8 189582.4, 516452.6 189530.2, 516431.5 189430, 516381.4 189413.6, 516389 189462, 516348 189355, 516342.3 189352.7, 516380.2 189320.2, 516359.6 189283.1, 516565.2 189167.2, 516631 189038.2, 516580.2 188919.9, 516374 188902.1, 516255.8 188848.1, 515981.3 189068.3, 515714.8 189263.9, 515660.9 189305.9, 515696.1 189312.1, 515873.2 189272.8, 515935.9 189327.5, 516098.2 189333.4, 516256.3 189485.3, 516339.2 189712.6, 516408.3 189707.4, 516410 189767, 516445.2 189775.1)))"
"E01002173",7,"MULTIPOLYGON (((516661.8 189582.4, 516681.6 189502.8, 516737.9 189503.4, 516762 189476, 516832.5 189498.8, 516847.9 189421.9, 516981.1 189265.2, 516968.8 189162.6, 517015.3 189127.8, 517062.6 189141.9, 517092.4 189049.1, 517036.8 189046.5, 517003.3 189048, 517023.3 188903.2, 516971.9 188862.8, 516968.5 188947.9, 516907.2 188884, 516791 188965.3, 516784.5 189054.7, 516791 189100.8, 516793 189124.9, 516708.2 189153.3, 516747.9 189174.1, 516736.6 189200.1, 516580 189245, 516552.3 189373.7, 516544 189410, 516348 189355, 516389 189462, 516381.4 189413.6, 516431.5 189430, 516452.6 189530.2, 516661.8 189582.4)))"
"E01002174",8,"MULTIPOLYGON (((517123.3 189532.8, 517254.7 189289.9, 517319.2 189305.1, 517329.3 189266.3, 517438.4 189287.3, 517442.7 189222.9, 517357.4 189110.7, 517314 189129, 517324 189043, 517285.3 189044.4, 517241 189046, 517221 189150, 517127.1 189318.9, 517050 189465, 516948.9 189431.5, 517028.7 189381.8, 517165.8 189132.9, 517172 189102.7, 517120.9 189079.9, 517137 189016.9, 517190.1 188999.9, 517105 188928.9, 517051.6 188961.6, 517036.8 189046.5, 517092.4 189049.1, 517062.6 189141.9, 517015.3 189127.8, 516968.8 189162.6, 516981.1 189265.2, 516847.9 189421.9, 516832.5 189498.8, 516762 189476, 516737.9 189503.4, 516772 189530.4, 516943.7 189582.8, 516883.3 189816.9, 516956.3 189841, 516877.2 189910.5, 516961.1 189954.8, 517065.5 189675.6, 517099.2 189585, 517123.3 189532.8)))"
"E01002175",7,"MULTIPOLYGON (((517285.3 189044.4, 517324 189043, 517314 189129, 517357.4 189110.7, 517442.7 189222.9, 517438.4 189287.3, 517511.3 189291.5, 517548.8 189255.6, 517562.6 189317, 517777.7 189323.6, 517726.9 189130.5, 517702.6 189124.5, 517730.1 189024.1, 517729.8 188968.2, 517504.5 188929, 517352.3 188849.9, 517332.1 188884.6, 517184.7 188808.4, 517105 188928.9, 517190.1 188999.9, 517137 189016.9, 517120.9 189079.9, 517172 189102.7, 517165.8 189132.9, 517028.7 189381.8, 516948.9 189431.5, 517050 189465, 517127.1 189318.9, 517221 189150, 517241 189046, 517285.3 189044.4)))"
